"id","year","julian","pcp_in","date"
"USC00410902","2000",254,18.82,"Sep-11"
"USC00410902","2000",255,18.82,"Sep-12"
"USC00410902","2000",256,18.82,"Sep-13"
"USC00410902","2000",257,19.72,"Sep-14"
"USC00410902","2000",258,19.72,"Sep-15"
"USC00410902","2000",259,20.31,"Sep-16"
"USC00410902","2000",260,20.31,"Sep-17"
"USC00410902","2000",261,20.31,"Sep-18"
"USC00410902","2000",262,20.31,"Sep-19"
"USC00410902","2000",263,20.31,"Sep-20"
"USC00410902","2000",264,20.31,"Sep-21"
"USC00410902","2000",265,20.31,"Sep-22"
"USC00410902","2000",266,20.31,"Sep-23"
"USC00410902","2000",267,20.31,"Sep-24"
"USC00410902","2000",268,20.31,"Sep-25"
"USC00410902","2000",269,20.75,"Sep-26"
"USC00410902","2000",270,20.75,"Sep-27"
"USC00410902","2000",271,20.75,"Sep-28"
"USC00410902","2000",272,20.75,"Sep-29"
"USC00410902","2000",273,20.75,"Sep-30"
"USC00410902","2000",274,20.75,"Oct-01"
"USC00410902","2000",275,20.75,"Oct-02"
"USC00410902","2000",276,20.75,"Oct-03"
"USC00410902","2000",277,20.75,"Oct-04"
"USC00410902","2000",278,20.75,"Oct-05"
"USC00410902","2000",279,20.75,"Oct-06"
"USC00410902","2000",280,20.75,"Oct-07"
"USC00410902","2000",281,21.02,"Oct-08"
"USC00410902","2000",282,22.83,"Oct-09"
"USC00410902","2000",283,24.03,"Oct-10"
"USC00410902","2000",284,24.43,"Oct-11"
"USC00410902","2000",285,24.43,"Oct-12"
"USC00410902","2000",286,24.5,"Oct-13"
"USC00410902","2000",287,24.5,"Oct-14"
"USC00410902","2000",288,24.5,"Oct-15"
"USC00410902","2000",289,24.51,"Oct-16"
"USC00410902","2000",290,24.54,"Oct-17"
"USC00410902","2000",291,24.54,"Oct-18"
"USC00410902","2000",292,25.89,"Oct-19"
"USC00410902","2000",293,25.89,"Oct-20"
"USC00410902","2000",294,25.89,"Oct-21"
"USC00410902","2000",295,25.89,"Oct-22"
"USC00410902","2000",296,26.96,"Oct-23"
"USC00410902","2000",297,32.75,"Oct-24"
"USC00410902","2000",298,35.6,"Oct-25"
"USC00410902","2000",299,35.74,"Oct-26"
"USC00410902","2000",300,35.74,"Oct-27"
"USC00410902","2000",301,35.79,"Oct-28"
"USC00410902","2000",302,35.79,"Oct-29"
"USC00410902","2000",303,35.79,"Oct-30"
"USC00410902","2000",304,35.82,"Oct-31"
"USC00410902","2000",305,35.82,"Nov-01"
"USC00410902","2000",306,35.85,"Nov-02"
"USC00410902","2000",307,35.85,"Nov-03"
"USC00410902","2000",308,38.9,"Nov-04"
"USC00410902","2000",309,39.71,"Nov-05"
"USC00410902","2000",310,39.78,"Nov-06"
"USC00410902","2000",311,41.66,"Nov-07"
"USC00410902","2000",312,41.66,"Nov-08"
"USC00410902","2000",313,41.91,"Nov-09"
"USC00410902","2000",314,41.91,"Nov-10"
"USC00410902","2000",315,41.91,"Nov-11"
"USC00410902","2000",316,41.91,"Nov-12"
"USC00410902","2000",317,41.92,"Nov-13"
"USC00410902","2000",318,41.92,"Nov-14"
"USC00410902","2000",319,41.92,"Nov-15"
"USC00410902","2000",320,41.92,"Nov-16"
"USC00410902","2000",321,41.99,"Nov-17"
"USC00410902","2000",322,41.99,"Nov-18"
"USC00410902","2000",323,42.54,"Nov-19"
"USC00410902","2000",324,43.24,"Nov-20"
"USC00410902","2000",325,43.24,"Nov-21"
"USC00410902","2000",326,43.24,"Nov-22"
"USC00410902","2000",327,43.24,"Nov-23"
"USC00410902","2000",328,43.49,"Nov-24"
"USC00410902","2000",329,43.89,"Nov-25"
"USC00410902","2000",330,43.89,"Nov-26"
"USC00410902","2000",331,43.89,"Nov-27"
"USC00410902","2000",332,43.89,"Nov-28"
"USC00410902","2000",333,43.89,"Nov-29"
"USC00410902","2000",334,43.89,"Nov-30"
"USC00410902","2000",335,43.89,"Dec-01"
"USC00410902","2000",336,43.89,"Dec-02"
"USC00410902","2000",337,43.89,"Dec-03"
"USC00410902","2000",338,44,"Dec-04"
"USC00410902","2000",339,44.2,"Dec-05"
"USC00410902","2000",340,44.2,"Dec-06"
"USC00410902","2000",341,44.2,"Dec-07"
"USC00410902","2000",342,44.2,"Dec-08"
"USC00410902","2000",343,44.2,"Dec-09"
"USC00410902","2000",344,44.2,"Dec-10"
"USC00410902","2000",345,44.2,"Dec-11"
"USC00410902","2000",346,44.23,"Dec-12"
"USC00410902","2000",347,44.23,"Dec-13"
"USC00410902","2000",348,44.45,"Dec-14"
"USC00410902","2000",349,44.54,"Dec-15"
"USC00410902","2000",350,44.54,"Dec-16"
"USC00410902","2000",351,44.54,"Dec-17"
"USC00410902","2000",352,44.54,"Dec-18"
"USC00410902","2000",353,44.54,"Dec-19"
"USC00410902","2000",354,44.54,"Dec-20"
"USC00410902","2000",355,44.54,"Dec-21"
"USC00410902","2000",356,44.54,"Dec-22"
"USC00410902","2000",357,44.54,"Dec-23"
"USC00410902","2000",358,44.55,"Dec-24"
"USC00410902","2000",359,44.64,"Dec-25"
"USC00410902","2000",360,44.84,"Dec-26"
"USC00410902","2000",361,45.46,"Dec-27"
"USC00410902","2000",362,45.86,"Dec-28"
"USC00410902","2000",363,45.86,"Dec-29"
"USC00410902","2000",364,45.86,"Dec-30"
"USC00410902","2000",365,45.86,"Dec-31"
"USC00410902","2001",1,0.03,"Jan-02"
"USC00410902","2001",2,0.03,"Jan-03"
"USC00410902","2001",3,0.03,"Jan-04"
"USC00410902","2001",4,0.03,"Jan-05"
"USC00410902","2001",5,0.03,"Jan-06"
"USC00410902","2001",6,0.03,"Jan-07"
"USC00410902","2001",7,0.03,"Jan-08"
"USC00410902","2001",8,0.06,"Jan-09"
"USC00410902","2001",9,0.06,"Jan-10"
"USC00410902","2001",10,0.37,"Jan-11"
"USC00410902","2001",11,1.64,"Jan-12"
"USC00410902","2001",12,1.64,"Jan-13"
"USC00410902","2001",13,1.78,"Jan-14"
"USC00410902","2001",14,1.96,"Jan-15"
"USC00410902","2001",15,1.96,"Jan-16"
"USC00410902","2001",16,1.96,"Jan-17"
"USC00410902","2001",17,2.46,"Jan-18"
"USC00410902","2001",18,2.86,"Jan-19"
"USC00410902","2001",19,2.95,"Jan-20"
"USC00410902","2001",20,2.95,"Jan-21"
"USC00410902","2001",21,2.95,"Jan-22"
"USC00410902","2001",22,2.95,"Jan-23"
"USC00410902","2001",23,2.95,"Jan-24"
"USC00410902","2001",24,2.95,"Jan-25"
"USC00410902","2001",25,2.95,"Jan-26"
"USC00410902","2001",26,2.95,"Jan-27"
"USC00410902","2001",27,3.22,"Jan-28"
"USC00410902","2001",28,4.2,"Jan-29"
"USC00410902","2001",29,4.68,"Jan-30"
"USC00410902","2001",30,4.68,"Jan-31"
"USC00410902","2001",31,4.68,"Feb-01"
"USC00410902","2001",32,4.68,"Feb-02"
"USC00410902","2001",33,4.68,"Feb-03"
"USC00410902","2001",34,4.68,"Feb-04"
"USC00410902","2001",35,4.68,"Feb-05"
"USC00410902","2001",36,4.68,"Feb-06"
"USC00410902","2001",37,4.68,"Feb-07"
"USC00410902","2001",38,4.68,"Feb-08"
"USC00410902","2001",39,4.68,"Feb-09"
"USC00410902","2001",40,4.79,"Feb-10"
"USC00410902","2001",41,4.79,"Feb-11"
"USC00410902","2001",42,4.79,"Feb-12"
"USC00410902","2001",43,4.84,"Feb-13"
"USC00410902","2001",44,4.91,"Feb-14"
"USC00410902","2001",45,4.96,"Feb-15"
"USC00410902","2001",46,4.96,"Feb-16"
"USC00410902","2001",47,6.1,"Feb-17"
"USC00410902","2001",48,6.1,"Feb-18"
"USC00410902","2001",49,6.1,"Feb-19"
"USC00410902","2001",50,6.1,"Feb-20"
"USC00410902","2001",51,6.1,"Feb-21"
"USC00410902","2001",52,6.15,"Feb-22"
"USC00410902","2001",53,6.24,"Feb-23"
"USC00410902","2001",54,6.66,"Feb-24"
"USC00410902","2001",55,6.66,"Feb-25"
"USC00410902","2001",56,6.66,"Feb-26"
"USC00410902","2001",57,6.66,"Feb-27"
"USC00410902","2001",58,6.69,"Feb-28"
"USC00410902","2001",59,6.76,"Mar-01"
"USC00410902","2001",60,6.83,"Mar-02"
"USC00410902","2001",61,6.88,"Mar-03"
"USC00410902","2001",62,7.43,"Mar-04"
"USC00410902","2001",63,7.83,"Mar-05"
"USC00410902","2001",64,7.83,"Mar-06"
"USC00410902","2001",65,7.83,"Mar-07"
"USC00410902","2001",66,7.83,"Mar-08"
"USC00410902","2001",67,7.83,"Mar-09"
"USC00410902","2001",68,7.92,"Mar-10"
"USC00410902","2001",69,7.92,"Mar-11"
"USC00410902","2001",70,7.92,"Mar-12"
"USC00410902","2001",71,8.8,"Mar-13"
"USC00410902","2001",72,8.8,"Mar-14"
"USC00410902","2001",73,9.07,"Mar-15"
"USC00410902","2001",74,9.38,"Mar-16"
"USC00410902","2001",75,9.38,"Mar-17"
"USC00410902","2001",76,9.38,"Mar-18"
"USC00410902","2001",77,9.39,"Mar-19"
"USC00410902","2001",78,9.7,"Mar-20"
"USC00410902","2001",79,9.7,"Mar-21"
"USC00410902","2001",80,9.7,"Mar-22"
"USC00410902","2001",81,9.7,"Mar-23"
"USC00410902","2001",82,9.7,"Mar-24"
"USC00410902","2001",83,9.7,"Mar-25"
"USC00410902","2001",84,9.7,"Mar-26"
"USC00410902","2001",85,9.7,"Mar-27"
"USC00410902","2001",86,9.7,"Mar-28"
"USC00410902","2001",87,10.1,"Mar-29"
"USC00410902","2001",88,10.1,"Mar-30"
"USC00410902","2001",89,10.1,"Mar-31"
"USC00410902","2001",90,10.1,"Apr-01"
"USC00410902","2001",91,10.1,"Apr-02"
"USC00410902","2001",92,10.1,"Apr-03"
"USC00410902","2001",93,10.13,"Apr-04"
"USC00410902","2001",94,10.14,"Apr-05"
"USC00410902","2001",95,10.14,"Apr-06"
"USC00410902","2001",96,10.14,"Apr-07"
"USC00410902","2001",97,10.14,"Apr-08"
"USC00410902","2001",98,10.14,"Apr-09"
"USC00410902","2001",99,10.14,"Apr-10"
"USC00410902","2001",100,10.14,"Apr-11"
"USC00410902","2001",101,10.25,"Apr-12"
"USC00410902","2001",102,10.25,"Apr-13"
"USC00410902","2001",103,10.25,"Apr-14"
"USC00410902","2001",104,10.25,"Apr-15"
"USC00410902","2001",105,10.25,"Apr-16"
"USC00410902","2001",106,10.25,"Apr-17"
"USC00410902","2001",107,10.25,"Apr-18"
"USC00410902","2001",108,10.25,"Apr-19"
"USC00410902","2001",109,10.25,"Apr-20"
"USC00410902","2001",110,10.25,"Apr-21"
"USC00410902","2001",111,10.25,"Apr-22"
"USC00410902","2001",112,10.25,"Apr-23"
"USC00410902","2001",113,11.13,"Apr-24"
"USC00410902","2001",114,11.61,"Apr-25"
"USC00410902","2001",115,11.61,"Apr-26"
"USC00410902","2001",116,11.61,"Apr-27"
"USC00410902","2001",117,11.61,"Apr-28"
"USC00410902","2001",118,11.61,"Apr-29"
"USC00410902","2001",119,11.61,"Apr-30"
"USC00410902","2001",120,11.61,"May-01"
"USC00410902","2001",121,11.61,"May-02"
"USC00410902","2001",122,11.61,"May-03"
"USC00410902","2001",123,11.61,"May-04"
"USC00410902","2001",124,11.75,"May-05"
"USC00410902","2001",125,13.43,"May-06"
"USC00410902","2001",126,13.44,"May-07"
"USC00410902","2001",127,13.58,"May-08"
"USC00410902","2001",128,13.58,"May-09"
"USC00410902","2001",129,13.58,"May-10"
"USC00410902","2001",130,13.58,"May-11"
"USC00410902","2001",131,13.58,"May-12"
"USC00410902","2001",132,13.58,"May-13"
"USC00410902","2001",133,13.58,"May-14"
"USC00410902","2001",134,13.58,"May-15"
"USC00410902","2001",135,13.58,"May-16"
"USC00410902","2001",136,13.58,"May-17"
"USC00410902","2001",137,13.58,"May-18"
"USC00410902","2001",138,13.58,"May-19"
"USC00410902","2001",139,13.58,"May-20"
"USC00410902","2001",140,13.58,"May-21"
"USC00410902","2001",141,16.08,"May-22"
"USC00410902","2001",142,16.08,"May-23"
"USC00410902","2001",143,16.08,"May-24"
"USC00410902","2001",144,16.08,"May-25"
"USC00410902","2001",145,16.13,"May-26"
"USC00410902","2001",146,16.13,"May-27"
"USC00410902","2001",147,16.13,"May-28"
"USC00410902","2001",148,16.13,"May-29"
"USC00410902","2001",149,16.13,"May-30"
"USC00410902","2001",150,16.13,"May-31"
"USC00410902","2001",151,16.16,"Jun-01"
"USC00410902","2001",152,16.16,"Jun-02"
"USC00410902","2001",153,16.16,"Jun-03"
"USC00410902","2001",154,16.16,"Jun-04"
"USC00410902","2001",155,16.16,"Jun-05"
"USC00410902","2001",156,16.16,"Jun-06"
"USC00410902","2001",157,16.16,"Jun-07"
"USC00410902","2001",158,16.16,"Jun-08"
"USC00410902","2001",159,16.16,"Jun-09"
"USC00410902","2001",160,16.36,"Jun-10"
"USC00410902","2001",161,16.36,"Jun-11"
"USC00410902","2001",162,16.36,"Jun-12"
"USC00410902","2001",163,16.36,"Jun-13"
"USC00410902","2001",164,16.36,"Jun-14"
"USC00410902","2001",165,16.36,"Jun-15"
"USC00410902","2001",166,16.36,"Jun-16"
"USC00410902","2001",167,16.36,"Jun-17"
"USC00410902","2001",168,16.36,"Jun-18"
"USC00410902","2001",169,16.36,"Jun-19"
"USC00410902","2001",170,16.36,"Jun-20"
"USC00410902","2001",171,16.36,"Jun-21"
"USC00410902","2001",172,16.36,"Jun-22"
"USC00410902","2001",173,16.36,"Jun-23"
"USC00410902","2001",174,16.36,"Jun-24"
"USC00410902","2001",175,16.47,"Jun-25"
"USC00410902","2001",176,16.47,"Jun-26"
"USC00410902","2001",177,16.47,"Jun-27"
"USC00410902","2001",178,16.47,"Jun-28"
"USC00410902","2001",179,16.47,"Jun-29"
"USC00410902","2001",180,16.47,"Jun-30"
"USC00410902","2001",181,16.47,"Jul-01"
"USC00410902","2001",182,16.47,"Jul-02"
"USC00410902","2001",183,16.47,"Jul-03"
"USC00410902","2001",184,16.47,"Jul-04"
"USC00410902","2001",185,16.47,"Jul-05"
"USC00410902","2001",186,16.47,"Jul-06"
"USC00410902","2001",187,16.47,"Jul-07"
"USC00410902","2001",188,16.47,"Jul-08"
"USC00410902","2001",189,16.47,"Jul-09"
"USC00410902","2001",190,16.47,"Jul-10"
"USC00410902","2001",191,16.47,"Jul-11"
"USC00410902","2001",192,16.47,"Jul-12"
"USC00410902","2001",193,16.47,"Jul-13"
"USC00410902","2001",194,16.47,"Jul-14"
"USC00410902","2001",195,16.47,"Jul-15"
"USC00410902","2001",196,16.47,"Jul-16"
"USC00410902","2001",197,16.47,"Jul-17"
"USC00410902","2001",198,16.47,"Jul-18"
"USC00410902","2001",199,16.47,"Jul-19"
"USC00410902","2001",200,16.47,"Jul-20"
"USC00410902","2001",201,16.47,"Jul-21"
"USC00410902","2001",202,16.47,"Jul-22"
"USC00410902","2001",203,16.47,"Jul-23"
"USC00410902","2001",204,16.47,"Jul-24"
"USC00410902","2001",205,16.47,"Jul-25"
"USC00410902","2001",206,16.47,"Jul-26"
"USC00410902","2001",207,16.47,"Jul-27"
"USC00410902","2001",208,16.47,"Jul-28"
"USC00410902","2001",209,16.47,"Jul-29"
"USC00410902","2001",210,16.47,"Jul-30"
"USC00410902","2001",211,16.47,"Jul-31"
"USC00410902","2001",212,16.47,"Aug-01"
"USC00410902","2001",213,16.47,"Aug-02"
"USC00410902","2001",214,16.47,"Aug-03"
"USC00410902","2001",215,16.47,"Aug-04"
"USC00410902","2001",216,16.47,"Aug-05"
"USC00410902","2001",217,16.47,"Aug-06"
"USC00410902","2001",218,16.47,"Aug-07"
"USC00410902","2001",219,16.47,"Aug-08"
"USC00410902","2001",220,16.47,"Aug-09"
"USC00410902","2001",221,16.47,"Aug-10"
"USC00410902","2001",222,16.47,"Aug-11"
